row,assumption,what_it_is,how_set_in_model,why_this_choice,source,source_url,assumptions_pdf_url
18,CapEx % of Revenue,Capital investment (PPE + capitalized software) as % of sales.,Yellow POLICY path: 1.00% / 0.80% / 0.60% / 0.45% / 0.35% (Scores-light fade — royalties need ~0 CapEx).,"In Model 14, CapEx faded 1.25%→0.60% of TOTAL rev; in Model 15, path is 1.00%→0.80%→0.60%→0.45%→0.35% so Software CapEx does not tax the Scores coupon. Branch Process: MODEL14 CapEx 1.25%→0.60% of TOTAL rev. MODEL15 Scores-light path 1.00% → 0.80% → 0.60% → 0.45% → 0.35% — mortgage/B2B royalty hikes need ~0 CapEx; do not tax the Scores coupon with Software capitalization.",SEC 10-K / companyfacts — PPE purchases + capitalized software; IR Scores OM,https://investors.fico.com/static-files/66ef723c-1f2e-4501-a452-ab2f3d02ae85,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
19,Debt Issuance (Repayment),New borrowing (+) that funds buybacks above annual FCF ($000s).,Equation: (1.40−1)×(CFO−CapEx) so excess buybacks are debt-financed and ΔCash≈0.,"In Model 14, debt was a fixed 3yr run-rate and buybacks were residual FCF (≈1.0×); in Model 15, debt = (1.40−1)×FCF because Q3 FY2026 buybacks $1.96B vs FCF $370M prove leverage is used (https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm). Branch Process: MODEL14 used residual FCF after fixed debt run-rate (≈1.0×). MODEL15 buybacks = 1.40× (CFO−CapEx); incremental debt funds the (MULT−1) portion so ΔCash≈0. Anchored to Q3 FY2026: buybacks $1960M vs FCF $370.3M (https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm). Excluded from FCFF.",SEC EX-99.1 Q3 FY2026 — FCF vs buybacks; companyfacts debt CF,https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
20,Equity Issued (Repaid),Buybacks (−) in the forecast BS/CF — can exceed annual FCF via leverage.,Equation: −1.40×(CFO−CapEx). Hist 3yr avg buybacks ≈ $881M/yr; Q3 alone $1.96B.,"In Model 14, buybacks = residual FCF after fixed debt; in Model 15, buybacks = 1.40×(CFO−CapEx) so share count falls faster. Financing excluded from FCFF. Start shares 21,597.635k; price $1,149. Shares fall with EquityCF (buybacks). SBC add-back does NOT dilute. Levered buybacks accelerate share shrink vs MODEL14 residual-only.","SEC EX-99.1 Q3 FY2026 — buybacks $1.96B / 1.705M sh @ $1,149",https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
21,SBC % of Revenue,Stock-based compensation as % of sales; non-cash add-back in CFO and FCFF.,Yellow POLICY path: 8.25% / 7.70% / 7.20% / 6.80% / 6.40% (FY1 starts at hist 3yr avg 8.25%).,"In Model 14, SBC was flat 8.25% of total Rev; in Model 15, SBC% fades because royalty price dollars do not require 1:1 SBC. Branch Process: MODEL14 held SBC flat at 8.251% of total Rev. MODEL15 fades SBC% 8.25% / 7.70% / 7.20% / 6.80% / 6.40% because royalty price dollars do not require 1:1 SBC. Add-back once in CFO/FCFF; shares fall only via buybacks (start 21,597.6k post–Q3).",SEC 10-K cash flow — ShareBasedCompensation (add-back only; no share dilution),https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
104,Mix % — SaaS / Platform software,Share of Total Revenue from SaaS / cloud software (incl. FICO Platform cloud).,"FY25 base 21.08% (SaaS $419,720k / Total $1,990,869k), then +250 bps/yr taken from on-prem. Platform ARR KPI $263.6M is not additive IS revenue.",SaaS billed annually in advance → Deferred Revenue growth → explicit CFO cash source (3S row 81). Source: Q1 FY2026 10-Q deferred roll-forward (https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/fico-20251231.htm). Mix offsets within Total Rev — not a second revenue line.,SEC 10-Q Q1 FY2026 — Deferred revenue / contract liabilities detail,https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/R45.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
105,Mix % — B2C Subscriptions (myFICO),Share of Total Revenue from B2C scoring / myFICO.com subscriptions.,"Yellow POLICY = 11.05% (FY25 B2C Scores $219,980k / Total $1,990,869k).",Near-zero DSO (card-settled consumer subscriptions). Minimal Deferred Revenue vs annual SaaS invoices. High incremental margin; WC-light cash conversion.,SEC 10-K FY2025 — Scores segment B2C / myFICO disaggregation,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
106,Mix % — B2B Scores,"Share of Total Revenue from B2B scoring (mortgage, auto, card via CRAs).","Yellow POLICY = 47.65% (FY25 B2B Scores $948,595k / Total $1,990,869k).",Transactional volume through Experian/TransUnion/Equifax; ~30-day DSO. Does not create SaaS-style Deferred Revenue (usage-based recognition).,SEC 10-K FY2025 — Scores segment B2B disaggregation,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
107,Mix % — Professional Services,Share of Total Revenue from implementation / consulting / training fees.,"Yellow POLICY = 4.13% (FY25 PS $82,149k / Total $1,990,869k).",Upfront integration fees convert cash quickly (low DSO) but carry significantly lower gross margin than software/scores — pulls blended COGS up vs pure SaaS.,SEC 10-K FY2025 — Software segment Professional services line,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
108,Mix % — On-Premises Software,Share of Total Revenue from on-premises license + maintenance software.,"Yellow POLICY = 16.09% (FY25 on-prem $320,425k / Total $1,990,869k).","With SaaS mix, drives Deferred Revenue (maintenance billed in advance). Same 45-day DSO policy as SaaS. Completes mix identity to 100% of Total Rev.",SEC 10-K FY2025 — Software on-premises vs SaaS deployment table,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
DCF-D5,Cash Tax Rate (unlevered),Cash tax rate used for FCFF unlevered taxes and after-tax cost of debt.,Yellow POLICY = 22.87% (3yr avg IncomeTaxesPaidNet ÷ EBT). NOT linked to book tax J13.,Keep 3yr cash tax IncomeTaxesPaidNet/EBT ≈ 22.87% (not silently cut). Guided book ETR ~24–26% is not a cash-tax shortcut without XBRL support.,SEC companyfacts — IncomeTaxesPaidNet / EBT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
DCF-D6,WACC (Yacktman AAA-equity discount rate),Weighted average cost of capital for XNPV of FCFF + TV.,"Yellow POLICY D6 = 6.65% (band 6.5%–6.8%). In Model 14, WACC was 7.10%; in Model 15 it is 6.65% (AAA + thin ERP). CAPM stack kept at R15 ≈ 9.24% as reference only.",Branch Process: MODEL14 WACC = 7.10%; MODEL15 WACC = 6.65% (band 6.5%–6.8%). AAA + thin ERP for GSE-mandated Scores coupons; CAPM ≈ 9.24% at R15 reference only.,Yacktman AAA-equity framework; CAPM ref FRED/Damodaran/Yahoo/8-K,https://fred.stlouisfed.org/series/DGS10,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
DCF-D7,Perpetual Growth (g),Long-run growth used only in the Gordon TV cross-check.,POLICY input = 3.75% (MODEL14 was 3.5%).,"In Model 14, g was 3.5%; in Model 15, g is 3.75% because GSE-mandated Scores pricing power outpaces inflation under the Direct License / royalty runway. Primary TV still uses exit multiple D8.",Yacktman pricing-power framing; Damodaran long-run growth,https://pages.stern.nyu.edu/adamodar/New_Home_Page/datafile/histimpl.html,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
DCF-D8,Exit EV/EBITDA (BASE),Terminal enterprise value multiple on Year-5 EBITDA.,"POLICY BASE 23.5x; Bull 28.0x; Bear 17.0x. Peer set: EFX 13.88x, VRSK 17.42x, SPGI 18.11x, MCO 22.20x, MSCI 23.74x. Median ≈ 18.11x.","In Model 14, exit was 22.0x; in Model 15, exit is 23.5x for a perpetual pricing-power bond (still below spot). Branch Process: MODEL14 exit = 22.0x; MODEL15 BASE = 23.5x (Bull 28.0x / Bear 17.0x). Perpetual pricing-power premium vs peer median ~18.1x.",VCP Scanner FICO peer EV/EBITDA comps + Yacktman premium,https://vcpscanner.com/valuation/fico/relative,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
DCF-D13/D14,Debt & Cash (equity bridge),Gross debt and cash+marketable securities for EV → equity.,Latest 10-Q bridge totals (more current than FY25 3S balances).,Bridge should reflect the latest capital structure; 3S FY25 shown as reference.,SEC 10-Q — Fair Isaac Corp,https://www.sec.gov/Archives/edgar/data/814547/000081454725000016/fico-20250331.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
DCF-D12/I16,Shares Outstanding (buyback-adjusted),"Starting shares (D12 = 21,597.6k post–Q3 FY2026) fall each year with buybacks (3S equity CF / $1,149). SBC is added back in FCFF but does NOT increase shares — avoids double penalty. $/share uses Y5 shares (I16).","D16=$D$12; E16:I16 = MAX(1000, prior + 3S!{J–N}20 / $D$11); D37=$D$35/$I$16.","Start shares 21,597.635k; price $1,149. Shares fall with EquityCF (buybacks). SBC add-back does NOT dilute. Levered buybacks accelerate share shrink vs MODEL14 residual-only.",SEC EX-99.1 Q3 FY2026 — FCF $370.3M; buybacks $1.96B / 1.705M sh,https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
DCF-E25,Net WC investment (ΔOpNWC − ΔDeferred),FCFF subtracts Δ Operating NWC (AR+Inv−AP) and adds Increase in Deferred Revenue. AR and Deferred are strictly separated.,DCF E25:I25 = 3S!{J–N}90 − (3S Def_t − Def_t−1). Equivalent to −ΔOpNWC + ΔDeferred inside UFCFF.,Branch Process MODEL14→MODEL15: Op NWC = AR+Inv−AP (excludes Deferred) unchanged. DSO target 32d (MODEL14 was 35d) — faster Scores/SaaS cash. ΔDeferred remains an explicit CFO/FCFF source (row 81). No AR/unearned double-count. Deferred stays in Total Liab; +ΔDeferred is explicit in CFO/FCFF (not in Op NWC). FY25 deferred ≈ $187.4M. Detail: https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/R45.htm.,SEC 10-Q Q1 FY2026 — Deferred revenue roll-forward (R45),https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/R45.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
